Company,Level,FileName,FilePath,DocumentType,PublicationYear,DateEvidence,IncludedByYearRule,ExclusionReason,URL
Anthropic,Level_1_Macro,Progress from our Frontier Red Team \ Anthropic.pdf,Thesis_Data_Mining/Level_1_Macro/Anthropic/Progress from our Frontier Red Team \ Anthropic.pdf,Blog Post,2025,finder_comment,Yes,,https://www.anthropic.com/news/strategic-warning-for-ai-risk-progress-and-insights-from-our-frontier-red-team
Anthropic,Level_1_Macro,claudes-constitution_webPDF_26-02.02a.pdf,Thesis_Data_Mining/Level_1_Macro/Anthropic/claudes-constitution_webPDF_26-02.02a.pdf,Document,2026,finder_comment,Yes,,https://www-cdn.anthropic.com/d0636f72a9493d279ed36b33987da3430bcb5911/claudes-constitution_webPDF_26-02.02a.pdf
Google,Level_3_Micro,gfe_guide_to_ai_in_education.pdf,Thesis_Data_Mining/Level_3_Micro/Google/gfe_guide_to_ai_in_education.pdf,Guide/Toolkit,2026,finder_comment,Yes,,https://services.google.com/fh/files/misc/gfe_guide_to_ai_in_education.pdf
Google,Level_3_Micro,shrinking_the_ai_gap_chronicle.pdf,Thesis_Data_Mining/Level_3_Micro/Google/shrinking_the_ai_gap_chronicle.pdf,Document,2024,finder_comment,Yes,,https://www.gstatic.com/bricks/pdf/742f1234-e10f-45c3-b4db-ea1b3a9e8747/shrinking_the_ai_gap_chronicle.pdf
Google,Level_3_Micro,google_teaching_responsible_ai.pdf,Thesis_Data_Mining/Level_3_Micro/Google/google_teaching_responsible_ai.pdf,Document,2023,finder_comment,Yes,,https://services.google.com/fh/files/misc/google_teaching_responsible_ai.pdf
Google,Level_3_Micro,guardians_guide_to_ai_in_education.pdf,Thesis_Data_Mining/Level_3_Micro/Google/guardians_guide_to_ai_in_education.pdf,Guide/Toolkit,2025,finder_comment,Yes,,https://services.google.com/fh/files/misc/guardians_guide_to_ai_in_education.pdf
Google,Level_3_Micro,ps_genai_education_ebook.pdf,Thesis_Data_Mining/Level_3_Micro/Google/ps_genai_education_ebook.pdf,Guide/Toolkit,2024,finder_comment,Yes,,https://services.google.com/fh/files/misc/ps_genai_education_ebook.pdf
Google,Level_3_Micro,higher_education_guide_global.pdf,Thesis_Data_Mining/Level_3_Micro/Google/higher_education_guide_global.pdf,Guide/Toolkit,2025,finder_comment,Yes,,https://services.google.com/fh/files/misc/higher_education_guide_global.pdf
Microsoft,Level_3_Micro,Microsoft-Education-AI-Toolkit-EN-GB.pdf,Thesis_Data_Mining/Level_3_Micro/Microsoft/Microsoft-Education-AI-Toolkit-EN-GB.pdf,Guide/Toolkit,2024,finder_comment,Yes,,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-product-and-services/microsoft-education/downloadables/Microsoft-Education-AI-Toolkit-EN-GB.pdf
Microsoft,Level_3_Micro,2025-Microsoft-AI-in-Education-Report.pdf,Thesis_Data_Mining/Level_3_Micro/Microsoft/2025-Microsoft-AI-in-Education-Report.pdf,Report,2025,finder_comment,Yes,,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/bade/documents/products-and-services/en-us/education/2025-Microsoft-AI-in-Education-Report.pdf
Microsoft,Level_3_Micro,K-12-IDC-Whitepaper.pdf,Thesis_Data_Mining/Level_3_Micro/Microsoft/K-12-IDC-Whitepaper.pdf,White Paper,2025,finder_comment,Yes,,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/bade/documents/products-and-services/en-us/education/K-12-IDC-Whitepaper.pdf
Microsoft,Level_3_Micro,microsoft-trustworthy-ai.pdf,Thesis_Data_Mining/Level_3_Micro/Microsoft/microsoft-trustworthy-ai.pdf,Document,2026,finder_comment,Yes,,https://marketingassets.microsoft.com/gdc/gdcZ3XOWG/original
Microsoft,Level_3_Micro,Microsoft-Education-AI-Toolkit1.pdf,Thesis_Data_Mining/Level_3_Micro/Microsoft/Microsoft-Education-AI-Toolkit1.pdf,Guide/Toolkit,2024,finder_comment,Yes,,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-product-and-services/microsoft-education/downloadables/Microsoft-Education-AI-Toolkit1.pdf
Microsoft,Level_3_Micro,IDC-White-Paper-A-Blueprint-for-AI-Ready-Campuses-Strategies-from-the-Frontlines-of-Higher-Education.pdf,Thesis_Data_Mining/Level_3_Micro/Microsoft/IDC-White-Paper-A-Blueprint-for-AI-Ready-Campuses-Strategies-from-the-Frontlines-of-Higher-Education.pdf,White Paper,2025,finder_comment,Yes,,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-product-and-services/microsoft-education/downloadables/IDC-White-Paper-A-Blueprint-for-AI-Ready-Campuses-Strategies-from-the-Frontlines-of-Higher-Education.pdf
Anthropic,Level_3_Micro,Anthropic and Teach For All launch global AI training initiative for educators \ Anthropic.pdf,Thesis_Data_Mining/Level_3_Micro/Anthropic/Anthropic and Teach For All launch global AI training initiative for educators \ Anthropic.pdf,Blog Post,2026,finder_comment,Yes,,https://www.anthropic.com/news/anthropic-teach-for-all
Anthropic,Level_3_Micro,Advancing Claude for Education \ Anthropic.pdf,Thesis_Data_Mining/Level_3_Micro/Anthropic/Advancing Claude for Education \ Anthropic.pdf,Blog Post,2025,finder_comment,Yes,,https://www.anthropic.com/news/advancing-claude-for-education
Anthropic,Level_3_Micro,Anthropic Education Report: How University Students Use Claude \ Anthropic.pdf,Thesis_Data_Mining/Level_3_Micro/Anthropic/Anthropic Education Report: How University Students Use Claude \ Anthropic.pdf,Blog Post,2025,finder_comment,Yes,,https://www.anthropic.com/news/anthropic-education-report-how-university-students-use-claude
Anthropic,Level_3_Micro,Anthropic Education Report: The AI Fluency Index \ Anthropic.pdf,Thesis_Data_Mining/Level_3_Micro/Anthropic/Anthropic Education Report: The AI Fluency Index \ Anthropic.pdf,Report,2026,finder_comment,Yes,,https://www.anthropic.com/research/AI-fluency-index
Anthropic,Level_3_Micro,Anthropic launches higher education advisory board and AI Fluency courses \ Anthropic.pdf,Thesis_Data_Mining/Level_3_Micro/Anthropic/Anthropic launches higher education advisory board and AI Fluency courses \ Anthropic.pdf,Blog Post,2025,finder_comment,Yes,,https://www.anthropic.com/news/anthropic-higher-education-initiatives
Anthropic,Level_3_Micro,Anthropic education report: How educators use Claude \ Anthropic.pdf,Thesis_Data_Mining/Level_3_Micro/Anthropic/Anthropic education report: How educators use Claude \ Anthropic.pdf,Blog Post,2025,finder_comment,Yes,,https://www.anthropic.com/news/anthropic-education-report-how-educators-use-claude
Anthropic,Level_3_Micro,Introducing Claude for education \ Anthropic.pdf,Thesis_Data_Mining/Level_3_Micro/Anthropic/Introducing Claude for education \ Anthropic.pdf,Blog Post,2025,finder_comment,Yes,,https://www.anthropic.com/news/introducing-claude-for-education
Google,Level_2_Meso,Google.org 2025 Impact Report.pdf,Thesis_Data_Mining/Level_2_Meso/Google/Google.org 2025 Impact Report.pdf,Report,2025,finder_comment,Yes,,https://storage.googleapis.com/impact-report-sources-prod/Google.org%202025%20Impact%20Report.pdf
Google,Level_2_Meso,AI_Opportunity_Agenda.pdf,Thesis_Data_Mining/Level_2_Meso/Google/AI_Opportunity_Agenda.pdf,Document,2023,finder_comment,Yes,,https://storage.googleapis.com/gweb-uniblog-publish-prod/documents/AI_Opportunity_Agenda.pdf
Google,Level_2_Meso,future_of_learning.pdf,Thesis_Data_Mining/Level_2_Meso/Google/future_of_learning.pdf,Document,2025,finder_comment,Yes,,https://services.google.com/fh/files/misc/future_of_learning.pdf
Google,Level_2_Meso,2023_UK_Google_Economic_Impact_Report.pdf,Thesis_Data_Mining/Level_2_Meso/Google/2023_UK_Google_Economic_Impact_Report.pdf,Report,2023,finder_comment,Yes,,https://kstatic.googleusercontent.com/files/3b26a4852a311281ca84da75d9b3617197c5473d68317e8b492de69a9494dcc0a2d17421e8dfe9c3a84ff0742bc2aad745fb792d745b26543e814ae1cd3541ab
Google,Level_2_Meso,google_cloud_ai_agent_trends_2026_report.pdf,Thesis_Data_Mining/Level_2_Meso/Google/google_cloud_ai_agent_trends_2026_report.pdf,Report,2026,finder_comment,Yes,,https://services.google.com/fh/files/misc/google_cloud_ai_agent_trends_2026_report.pdf
Google,Level_2_Meso,Google's Impact in the EU.pdf,Thesis_Data_Mining/Level_2_Meso/Google/Google's Impact in the EU.pdf,Document,2023,finder_comment,Yes,,https://googleintheeu.publicfirst.co/wp-content/uploads/Google%27s%20Impact%20in%20the%20EU.pdf
Google,Level_2_Meso,economic_report_2024.pdf,Thesis_Data_Mining/Level_2_Meso/Google/economic_report_2024.pdf,Report,2024,finder_comment,Yes,,https://storage.googleapis.com/eir-national-report/2024.pdf
Google,Level_2_Meso,Google_Agentspace_for_Education_E-Book.pdf,Thesis_Data_Mining/Level_2_Meso/Google/Google_Agentspace_for_Education_E-Book.pdf,Guide/Toolkit,2026,finder_comment,Yes,,https://static.carahsoft.com/concrete/files/9917/6280/6986/Google_Agentspace_for_Education_E-Book.pdf
Google,Level_2_Meso,m-trends-2025-en.pdf,Thesis_Data_Mining/Level_2_Meso/Google/m-trends-2025-en.pdf,Document,2025,finder_comment,Yes,,https://services.google.com/fh/files/misc/m-trends-2025-en.pdf
Microsoft,Level_2_Meso,New-Future-Of-Work-Report-2025.pdf,Thesis_Data_Mining/Level_2_Meso/Microsoft/New-Future-Of-Work-Report-2025.pdf,Report,2025,finder_comment,Yes,,https://www.microsoft.com/en-us/research/wp-content/uploads/2025/12/New-Future-Of-Work-Report-2025.pdf
Microsoft,Level_2_Meso,Microsoft-AI-Diffusion-Report-2025-H2.pdf,Thesis_Data_Mining/Level_2_Meso/Microsoft/Microsoft-AI-Diffusion-Report-2025-H2.pdf,Report,2026,finder_comment,Yes,,https://www.microsoft.com/en-us/research/wp-content/uploads/2026/01/Microsoft-AI-Diffusion-Report-2025-H2.pdf
Microsoft,Level_2_Meso,GDPR-and-Generative-AI-A-Guide-for-the-Public-Sector-FINAL.pdf,Thesis_Data_Mining/Level_2_Meso/Microsoft/GDPR-and-Generative-AI-A-Guide-for-the-Public-Sector-FINAL.pdf,Guide/Toolkit,2024,finder_comment,Yes,,https://wwps.microsoft.com/wp-content/uploads/2024/04/GDPR-and-Generative-AI-A-Guide-for-the-Public-Sector-FINAL.pdf
Microsoft,Level_2_Meso,AI-and-Reading-Study.pdf,Thesis_Data_Mining/Level_2_Meso/Microsoft/AI-and-Reading-Study.pdf,Document,2025,finder_comment,Yes,,https://cdn-dynmedia-1.microsoft.com/is/content/microsoftcorp/microsoft/final/en-us/microsoft-product-and-services/microsoft-education/downloadables/AI-and-Reading-Study.pdf
Microsoft,Level_2_Meso,the-ai-decision-brief.pdf,Thesis_Data_Mining/Level_2_Meso/Microsoft/the-ai-decision-brief.pdf,Document,2025,finder_comment,Yes,,https://info.microsoft.com/ww-landing-ai-decision-brief.html?lcid=en-us
Microsoft,Level_2_Meso,Societal-AI-Research-Challenges-and-Opportunities.pdf,Thesis_Data_Mining/Level_2_Meso/Microsoft/Societal-AI-Research-Challenges-and-Opportunities.pdf,Document,2025,finder_comment,Yes,,https://www.microsoft.com/en-us/research/wp-content/uploads/2025/03/Societal-AI-Research-Challenges-and-Opportunities.pdf
Microsoft,Level_2_Meso,microsoft-sovereign-cloud-in-europe.pdf,Thesis_Data_Mining/Level_2_Meso/Microsoft/microsoft-sovereign-cloud-in-europe.pdf,Document,2026,finder_comment,Yes,,https://marketingassets.microsoft.com/gdc/gdcBIiigm/original
Microsoft,Level_2_Meso,Microsoft_Work_Trend_Report_Without_Appendix.pdf,Thesis_Data_Mining/Level_2_Meso/Microsoft/Microsoft_Work_Trend_Report_Without_Appendix.pdf,Report,2024,finder_comment,Yes,,https://marketingassets.microsoft.com/gdc/gdcAev8aq/original
Anthropic,Level_2_Meso,Anthropic and Teach For All launch global AI training initiative for educators \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Anthropic and Teach For All launch global AI training initiative for educators \ Anthropic.pdf,Blog Post,2026,finder_comment,Yes,,https://www.anthropic.com/news/anthropic-teach-for-all
Anthropic,Level_2_Meso,Australian government and Anthropic sign MOU for AI safety and research \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Australian government and Anthropic sign MOU for AI safety and research \ Anthropic.pdf,Blog Post,2026,finder_comment,Yes,,https://www.anthropic.com/news/australia-MOU
Anthropic,Level_2_Meso,Claude is a space to think | Anthropic \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Claude is a space to think | Anthropic \ Anthropic.pdf,Blog Post,2026,finder_comment,Yes,,https://www.anthropic.com/news/claude-is-a-space-to-think
Anthropic,Level_2_Meso,How scientists are using Claude to accelerate research and discovery \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/How scientists are using Claude to accelerate research and discovery \ Anthropic.pdf,Blog Post,2026,finder_comment,Yes,,https://www.anthropic.com/news/accelerating-scientific-research
Anthropic,Level_2_Meso,Productivity-Report_03 (1).pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Productivity-Report_03 (1).pdf,Report,2025,finder_comment,Yes,,https://www-cdn.anthropic.com/e5645986a7ce8fbcc48fa6d2fc67753c87642c30.pdf
Anthropic,Level_2_Meso,Launching the Anthropic Economic Futures Programme in the UK and Europe \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Launching the Anthropic Economic Futures Programme in the UK and Europe \ Anthropic.pdf,Blog Post,2025,finder_comment,Yes,,https://www.anthropic.com/news/economic-futures-uk-europe
Anthropic,Level_2_Meso,Anthropic and Iceland announce one of the world’s first national AI education pilots \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Anthropic and Iceland announce one of the world’s first national AI education pilots \ Anthropic.pdf,Blog Post,2025,finder_comment,Yes,,https://www.anthropic.com/news/anthropic-and-iceland-announce-one-of-the-world-s-first-national-ai-education-pilots
Anthropic,Level_2_Meso,Economic-Index_v4_2026.01.14_g.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Economic-Index_v4_2026.01.14_g.pdf,Document,2026,finder_comment,Yes,,https://www-cdn.anthropic.com/096d94c1a91c6480806d8f24b2344c7e2a4bc666.pdf
Anthropic,Level_2_Meso,Sydney will become Anthropic’s fourth office in Asia-Pacific \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Sydney will become Anthropic’s fourth office in Asia-Pacific \ Anthropic.pdf,Blog Post,2026,finder_comment,Yes,,https://www.anthropic.com/news/sydney-fourth-office-asia-pacific
Anthropic,Level_2_Meso,Anthropic partners with the UK Government to bring AI assistance to GOV.UK services \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Anthropic partners with the UK Government to bring AI assistance to GOV.UK services \ Anthropic.pdf,Blog Post,2026,finder_comment,Yes,,https://www.anthropic.com/news/gov-UK-partnership
Anthropic,Level_2_Meso,How AI Is Transforming Work at Anthropic \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/How AI Is Transforming Work at Anthropic \ Anthropic.pdf,Document,2025,finder_comment,Yes,,https://www.anthropic.com/research/how-ai-is-transforming-work-at-anthropic
Anthropic,Level_2_Meso,Anthropic partners with Rwandan Government and ALX to bring AI education to hundreds of thousands of learners across Africa \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Anthropic partners with Rwandan Government and ALX to bring AI education to hundreds of thousands of learners across Africa \ Anthropic.pdf,Blog Post,2025,finder_comment,Yes,,https://www.anthropic.com/news/rwandan-government-partnership-ai-education
Anthropic,Level_2_Meso,Anthropic opens Bengaluru office and announces new partnerships across India \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Anthropic opens Bengaluru office and announces new partnerships across India \ Anthropic.pdf,Blog Post,2026,finder_comment,Yes,,https://www.anthropic.com/news/bengaluru-office-partnerships-across-india
Anthropic,Level_2_Meso,Anthropic and the Government of Rwanda sign MOU for AI in health and education \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Anthropic and the Government of Rwanda sign MOU for AI in health and education \ Anthropic.pdf,Blog Post,2026,finder_comment,Yes,,https://www.anthropic.com/news/anthropic-rwanda-mou
Anthropic,Level_2_Meso,Anthropic partners with CodePath to bring Claude to the US’s largest collegiate computer science program \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Anthropic partners with CodePath to bring Claude to the US’s largest collegiate computer science program \ Anthropic.pdf,Blog Post,2026,finder_comment,Yes,,https://www.anthropic.com/news/anthropic-codepath-partnership
Anthropic,Level_2_Meso,Anthropic is donating $20 million to Public First Action \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Anthropic is donating $20 million to Public First Action \ Anthropic.pdf,Blog Post,2026,finder_comment,Yes,,https://www.anthropic.com/news/donate-public-first-action
Anthropic,Level_2_Meso,Anthropic invests $100 million into the Claude Partner Network \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Anthropic invests $100 million into the Claude Partner Network \ Anthropic.pdf,Blog Post,2026,finder_comment,Yes,,https://www.anthropic.com/news/claude-partner-network
Anthropic,Level_2_Meso,A statement from Dario Amodei on Anthropic's commitment to American AI leadership \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/A statement from Dario Amodei on Anthropic's commitment to American AI leadership \ Anthropic.pdf,Blog Post,2025,finder_comment,Yes,,https://www.anthropic.com/news/statement-dario-amodei-american-ai-leadership
Anthropic,Level_2_Meso,Anthropic joins White House pledge for AI education \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Anthropic joins White House pledge for AI education \ Anthropic.pdf,Blog Post,2025,finder_comment,Yes,,https://www.anthropic.com/news/anthropic-signs-pledge-to-americas-youth-investing-in-ai-education
Anthropic,Level_2_Meso,Nowcasting_Econ-Report-v16.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Nowcasting_Econ-Report-v16.pdf,Report,2026,finder_comment,Yes,,https://cdn.sanity.io/files/4zrzovbb/website/2b5bbaf2c1eb81dbf6e6fb813c1a24e35a64d376.pdf
Anthropic,Level_2_Meso,Detecting and preventing distillation attacks \ Anthropic.pdf,Thesis_Data_Mining/Level_2_Meso/Anthropic/Detecting and preventing distillation attacks \ Anthropic.pdf,Blog Post,2026,finder_comment,Yes,,https://www.anthropic.com/news/detecting-and-preventing-distillation-attacks
Google,Level_2_Education,foe_part1.pdf,Excluded_Documents_Low_Relevance/Level_2_Education/Google/foe_part1.pdf,Document,2022,finder_comment,No,Low relevance (manual exclusion folder),https://services.google.com/fh/files/misc/foe_part1.pdf
Google,Level_2_Education,foe_part2.pdf,Excluded_Documents_Low_Relevance/Level_2_Education/Google/foe_part2.pdf,Document,2022,finder_comment,No,Low relevance (manual exclusion folder),https://services.google.com/fh/files/misc/foe_part2.pdf
Google,Level_2_Education,foe_part3.pdf,Excluded_Documents_Low_Relevance/Level_2_Education/Google/foe_part3.pdf,Document,2022,finder_comment,No,Low relevance (manual exclusion folder),https://services.google.com/fh/files/misc/foe_part3.pdf
Google,Level_2_Education,Case Studies: Upper Dublin School District - Google for Education.pdf,Excluded_Documents_Low_Relevance/Level_2_Education/Google/Case Studies: Upper Dublin School District - Google for Education.pdf,Document,,missing,No,Low relevance (manual exclusion folder),https://edu.google.com/intl/ALL_dk/resources/customer-stories/upper-dublin-school-district/
Google,Level_2_Education,Google highlights efforts to support AI education in the U.S..pdf,Excluded_Documents_Low_Relevance/Level_2_Education/Google/Google highlights efforts to support AI education in the U.S..pdf,Blog Post,2025,finder_comment,No,Low relevance (manual exclusion folder),https://blog.google/products-and-platforms/products/education/ai-education-efforts/
Google,Level_2_Education,Google AI and Learning Forum: Ben Gomes speech transcript.pdf,Excluded_Documents_Low_Relevance/Level_2_Education/Google/Google AI and Learning Forum: Ben Gomes speech transcript.pdf,Transcript,,missing,No,Low relevance (manual exclusion folder),
Google,Level_2_Education,Google_YouTube_Transcript_AI_Education.pdf,Excluded_Documents_Low_Relevance/Level_2_Education/Google/Google_YouTube_Transcript_AI_Education.pdf,Transcript,2026,finder_comment,No,Low relevance (manual exclusion folder),https://www.youtube.com/watch?v=QqShSAREVg0
Google,Level_2_Education,Case Studies: Mcguffey Middle School - Google for Education.pdf,Excluded_Documents_Low_Relevance/Level_2_Education/Google/Case Studies: Mcguffey Middle School - Google for Education.pdf,Document,,missing,No,Low relevance (manual exclusion folder),https://edu.google.com/intl/ALL_dk/resources/customer-stories/mcguffey-middle-school/
Google,Level_2_Education,ai_adoption_framework_whitepaper.pdf,Excluded_Documents_Low_Relevance/Level_2_Education/Google/ai_adoption_framework_whitepaper.pdf,White Paper,2020,finder_comment,No,Low relevance (manual exclusion folder),https://cloud.google.com/resources/cloud-ai-adoption-framework-whitepaper?hl=da
Microsoft,Level_2_Education,EN-AU-CNTNT-Whitepaper-DigitalTransformation-MSFTvisionforAIintheenterprise.pdf,Excluded_Documents_Low_Relevance/Level_2_Education/Microsoft/EN-AU-CNTNT-Whitepaper-DigitalTransformation-MSFTvisionforAIintheenterprise.pdf,White Paper,2018,finder_comment,No,Low relevance (manual exclusion folder),https://info.microsoft.com/rs/157-GQE-382/images/EN-AU-CNTNT-Whitepaper-DigitalTransformation-MSFTvisionforAIintheenterprise.pdf
Microsoft,Level_2_Education,EN-US-CNTNT-Whitepaper-Education-Class-of-2030-report.pdf,Excluded_Documents_Low_Relevance/Level_2_Education/Microsoft/EN-US-CNTNT-Whitepaper-Education-Class-of-2030-report.pdf,White Paper,2019,finder_comment,No,Low relevance (manual exclusion folder),https://info.microsoft.com/rs/157-GQE-382/images/EN-US-CNTNT-Whitepaper-Education-Class-of-2030-report.pdf
Anthropic,Level_2_Education,Hyper-Personalized AI Student Success Platform - Complete Development Report | Claude.pdf,Excluded_Documents_Low_Relevance/Level_2_Education/Anthropic/Hyper-Personalized AI Student Success Platform - Complete Development Report | Claude.pdf,Report,,missing,No,Low relevance (manual exclusion folder),https://claude.ai/public/artifacts/23edc8fc-caa8-48fc-9144-d0d7bbc20682
Anthropic,Level_2_Education,Anthropic_YouTube_Transcript_AI_Education.pdf,Excluded_Documents_Low_Relevance/Level_2_Education/Anthropic/Anthropic_YouTube_Transcript_AI_Education.pdf,Transcript,2025,finder_comment,No,Low relevance (manual exclusion folder),https://www.youtube.com/watch?v=Uh98_aGhAuY
Google,Level_1_General_AI,EN_US-AI-Principles.pdf,Excluded_Documents_Low_Relevance/Level_1_General_AI/Google/EN_US-AI-Principles.pdf,Document,2018,finder_comment,No,Low relevance (manual exclusion folder),https://ai.google/static/documents/EN_US-AI-Principles.pdf
Microsoft,Level_1_General_AI,Microsoft-Responsible-AI-Standard-General-Requirements.pdf,Excluded_Documents_Low_Relevance/Level_1_General_AI/Microsoft/Microsoft-Responsible-AI-Standard-General-Requirements.pdf,Document,,missing,No,Low relevance (manual exclusion folder),
Google,Level_3_Higher_Ed,Case Studies: University Of Lynchburg - Google for Education.pdf,Excluded_Documents_Low_Relevance/Level_3_Higher_Ed/Google/Case Studies: University Of Lynchburg - Google for Education.pdf,Document,,missing,No,Low relevance (manual exclusion folder),https://edu.google.com/intl/ALL_dk/resources/customer-stories/university-of-lynchburg/
Google,Level_3_Higher_Ed,Case Studies: Academies Enterprise Trust - Google for Education.pdf,Excluded_Documents_Low_Relevance/Level_3_Higher_Ed/Google/Case Studies: Academies Enterprise Trust - Google for Education.pdf,Document,,missing,No,Low relevance (manual exclusion folder),https://edu.google.com/intl/ALL_dk/resources/customer-stories/academies-enterprise-trust/
